,OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
0,EQIX US 01/18/19 C270 Equity,6/18/2018,,135.8000031,127.59999850000001,38.205999999999996,401.58,401.57
1,EQIX US 01/18/19 C270 Equity,6/19/2018,,136.5,132.3999939,40.474000000000004,401.43,401.42
2,EQIX US 01/18/19 C270 Equity,6/20/2018,,145.3000031,140.6000061,41.091,410.68,410.67
3,EQIX US 01/18/19 C270 Equity,6/21/2018,,152.5,146.8000031,40.689,418.68,418.67
4,EQIX US 01/18/19 C270 Equity,6/22/2018,,153.0,146.6000061,40.001999999999995,419.36,419.35
5,EQIX US 01/18/19 C270 Equity,6/25/2018,,152.5,144.699997,40.286,418.89,418.88
6,EQIX US 01/18/19 C270 Equity,6/26/2018,,163.3999939,158.6000061,44.242,429.3,429.29
7,EQIX US 01/18/19 C270 Equity,6/27/2018,,160.5,155.699997,44.916000000000004,425.87,425.86
8,EQIX US 01/18/19 C270 Equity,6/28/2018,,161.3000031,156.699997,44.06399999999999,427.08,427.07
9,EQIX US 01/18/19 C270 Equity,6/29/2018,,164.5,159.699997,45.946999999999996,429.99,429.98
10,EQIX US 01/18/19 C270 Equity,7/2/2018,,160.699997,154.3999939,40.132,428.05,428.04
11,EQIX US 01/18/19 C270 Equity,7/3/2018,,160.0,155.3000031,43.626999999999995,426.24,426.23
12,EQIX US 01/18/19 C270 Equity,7/4/2018,,160.0,155.3000031,43.626999999999995,426.24,426.23
13,EQIX US 01/18/19 C270 Equity,7/5/2018,,172.1000061,167.6000061,43.751000000000005,439.18,439.17
14,EQIX US 01/18/19 C270 Equity,7/6/2018,,178.0,173.0,42.678999999999995,445.36,445.35
15,EQIX US 01/18/19 C270 Equity,7/9/2018,,174.8999939,170.3999939,43.133,442.24,442.23
16,EQIX US 01/18/19 C270 Equity,7/10/2018,,178.699997,174.1000061,45.248000000000005,445.74,445.73
17,EQIX US 01/18/19 C270 Equity,7/11/2018,,176.6000061,173.6000061,44.225,443.76,443.75
18,EQIX US 01/18/19 C270 Equity,7/12/2018,,178.5,174.0,44.946000000000005,445.74,445.73
19,EQIX US 01/18/19 C270 Equity,7/13/2018,,176.5,172.199997,45.911,443.42,443.41
20,EQIX US 01/18/19 C270 Equity,7/16/2018,,173.5,168.6000061,47.102,440.15,440.14
21,EQIX US 01/18/19 C270 Equity,7/17/2018,,172.0,170.0,48.641000000000005,438.01,438.0
22,EQIX US 01/18/19 C270 Equity,7/18/2018,,168.5,163.6000061,47.175,434.83,434.82
23,EQIX US 01/18/19 C270 Equity,7/19/2018,,169.5,165.3000031,43.711999999999996,437.09,437.08
24,EQIX US 01/18/19 C270 Equity,7/20/2018,,167.5,162.8000031,46.418,434.08,434.07
25,EQIX US 01/18/19 C270 Equity,7/23/2018,,162.3000031,157.699997,44.056999999999995,429.58,429.57
26,EQIX US 01/18/19 C270 Equity,7/24/2018,,162.0,157.6000061,46.283,428.58,428.57
27,EQIX US 01/18/19 C270 Equity,7/25/2018,,166.0,161.0,47.986999999999995,432.33,432.32
28,EQIX US 01/18/19 C270 Equity,7/26/2018,,168.5,163.6000061,46.354,435.64,435.63
