,OPTION_NAME,DATE,EOD_OPTION_PRICE_LAST,EOD_OPTION_PRICE_ASK,EOD_OPTION_PRICE_BID,IVOL_LAST,EOD_UNDERLYING_PRICE_ASK,EOD_UNDERLYING_PRICE_BID
0,A US 08/17/18 C75 Equity,12/18/2017,,3.0,1.69000006,25.221999999999998,67.63,67.62
1,A US 08/17/18 C75 Equity,12/19/2017,,2.28999996,1.64999998,21.653000000000002,67.69,67.68
2,A US 08/17/18 C75 Equity,12/20/2017,,2.50999999,1.64999998,23.351999999999997,67.34,67.33
3,A US 08/17/18 C75 Equity,12/21/2017,,2.25999999,0.63,21.905,67.46,67.45
4,A US 08/17/18 C75 Equity,12/22/2017,,2.05999994,1.61000001,21.228,67.27,67.26
5,A US 08/17/18 C75 Equity,12/25/2017,,2.05999994,1.61000001,21.228,67.27,67.26
6,A US 08/17/18 C75 Equity,12/26/2017,,1.99000001,1.59000003,21.121,67.2,67.19
7,A US 08/17/18 C75 Equity,12/27/2017,,1.89999998,1.63,20.573,67.28,67.27
8,A US 08/17/18 C75 Equity,12/28/2017,,1.78999996,1.59000003,19.788,67.45,67.44
9,A US 08/17/18 C75 Equity,12/29/2017,,1.75,1.50999999,20.192999999999998,66.95,66.94
10,A US 08/17/18 C75 Equity,1/1/2018,,1.75,1.50999999,20.192999999999998,66.95,66.94
11,A US 08/17/18 C75 Equity,1/2/2018,,1.87,1.63999999,20.144000000000002,67.55,67.54
12,A US 08/17/18 C75 Equity,1/3/2018,,2.6099999,2.28999996,20.909000000000002,69.41,69.4
13,A US 08/17/18 C75 Equity,1/4/2018,,2.51999998,2.0,21.396,68.87,68.86
14,A US 08/17/18 C75 Equity,1/5/2018,,2.73000002,2.32999992,20.729,69.85,69.84
15,A US 08/17/18 C75 Equity,1/8/2018,,2.77999997,2.45000005,20.795,70.05,70.04
16,A US 08/17/18 C75 Equity,1/9/2018,,4.5999999,3.3499999,25.835,71.84,71.83
17,A US 08/17/18 C75 Equity,1/10/2018,,3.0999999,2.91000009,21.166999999999998,70.77,70.76
18,A US 08/17/18 C75 Equity,1/11/2018,,3.0999999,2.9000001,21.276999999999997,70.71,70.7
19,A US 08/17/18 C75 Equity,1/12/2018,,3.5,3.29999995,21.131999999999998,71.68,71.67
20,A US 08/17/18 C75 Equity,1/15/2018,,3.5,3.29999995,21.131999999999998,71.68,71.67
21,A US 08/17/18 C75 Equity,1/16/2018,,3.3499999,3.1500001,21.331999999999997,71.31,71.3
22,A US 08/17/18 C75 Equity,1/17/2018,,3.6500001,3.5,21.406999999999996,71.99,71.98
23,A US 08/17/18 C75 Equity,1/18/2018,,3.70000005,3.5999999,21.241,72.2,72.19
24,A US 08/17/18 C75 Equity,1/19/2018,,4.099999899999999,3.9000001,21.353,73.02,73.01
25,A US 08/17/18 C75 Equity,1/22/2018,,4.25,4.099999899999999,21.318,73.42,73.41
26,A US 08/17/18 C75 Equity,1/23/2018,,4.3499999,4.099999899999999,21.616999999999997,73.48,73.47
27,A US 08/17/18 C75 Equity,1/24/2018,,4.4000001,4.30000019,21.625,73.61,73.6
28,A US 08/17/18 C75 Equity,1/25/2018,,4.55000019,4.3499999,21.989,73.77,73.76
29,A US 08/17/18 C75 Equity,1/26/2018,,5.05000019,4.94999981,22.016,74.74,74.73
30,A US 08/17/18 C75 Equity,1/29/2018,,5.0999999,4.9000001,22.861,74.57,74.56
31,A US 08/17/18 C75 Equity,1/30/2018,,4.4000001,4.25,23.14,73.13,73.12
32,A US 08/17/18 C75 Equity,1/31/2018,,4.5999999,4.4000001,23.274,73.49,73.48
33,A US 08/17/18 C75 Equity,2/1/2018,,4.150000100000001,4.0,22.822,72.81,72.8
34,A US 08/17/18 C75 Equity,2/2/2018,,3.54999995,3.3499999,23.253,71.32,71.31
35,A US 08/17/18 C75 Equity,2/5/2018,,2.91000009,2.28999996,25.498,68.74,68.73
36,A US 08/17/18 C75 Equity,2/6/2018,,2.78999996,2.42000008,25.594,68.42,68.41
37,A US 08/17/18 C75 Equity,2/7/2018,,2.70000005,2.19000006,25.480999999999998,68.28,68.27
38,A US 08/17/18 C75 Equity,2/8/2018,,2.25999999,1.39999998,28.463,65.34,65.33
39,A US 08/17/18 C75 Equity,2/9/2018,,3.70000005,1.20000005,33.626,67.06,67.05
40,A US 08/17/18 C75 Equity,2/12/2018,,2.70000005,1.96000004,25.48,68.49,68.48
41,A US 08/17/18 C75 Equity,2/13/2018,,2.8900001,1.88999999,26.909000000000002,68.35,68.34
42,A US 08/17/18 C75 Equity,2/14/2018,,2.8900001,2.68000007,24.334,69.71,69.7
43,A US 08/17/18 C75 Equity,2/15/2018,,3.6500001,3.3499999,23.412,71.95,71.94
44,A US 08/17/18 C75 Equity,2/16/2018,,3.95000005,3.54999995,24.836,72.02,72.01
45,A US 08/17/18 C75 Equity,2/19/2018,,3.95000005,3.54999995,24.836,72.02,72.01
46,A US 08/17/18 C75 Equity,2/20/2018,,3.4000001,3.0999999,24.168000000000003,71.17,71.16
47,A US 08/17/18 C75 Equity,2/21/2018,,3.8499999,3.25,26.087,71.38,71.37
48,A US 08/17/18 C75 Equity,2/22/2018,,3.0999999,2.69000006,23.811,70.7,70.69
49,A US 08/17/18 C75 Equity,2/23/2018,,2.92000008,2.75,22.71,70.8,70.79
50,A US 08/17/18 C75 Equity,2/26/2018,,2.83999991,2.63000011,22.985,70.56,70.55
51,A US 08/17/18 C75 Equity,2/27/2018,,2.33999991,1.85000002,23.145,69.14,69.13
52,A US 08/17/18 C75 Equity,2/28/2018,,2.21000004,1.99000001,23.273000000000003,68.74,68.73
53,A US 08/17/18 C75 Equity,3/1/2018,,1.94000006,0.87,24.265,67.42,67.41
54,A US 08/17/18 C75 Equity,3/2/2018,,1.85000002,1.50999999,23.386,67.64,67.63
55,A US 08/17/18 C75 Equity,3/5/2018,,1.75,1.48000002,23.125999999999998,67.57,67.56
56,A US 08/17/18 C75 Equity,3/6/2018,,1.88999999,1.63,23.253,68.01,68.0
57,A US 08/17/18 C75 Equity,3/7/2018,,2.49000001,2.19000006,23.509,69.72,69.71
58,A US 08/17/18 C75 Equity,3/8/2018,,2.43000007,2.18000007,23.215,69.74,69.73
59,A US 08/17/18 C75 Equity,3/9/2018,,2.9000001,2.54999995,23.158,71.08,71.07
60,A US 08/17/18 C75 Equity,3/12/2018,,2.98000002,2.3599999,24.254,70.87,70.86
61,A US 08/17/18 C75 Equity,3/13/2018,,2.80999994,2.43000007,23.781,70.67,70.66
62,A US 08/17/18 C75 Equity,3/14/2018,,2.28999996,2.04999995,22.404,69.95,69.94
63,A US 08/17/18 C75 Equity,3/15/2018,,2.47000003,2.22000003,22.811999999999998,70.27,70.26
64,A US 08/17/18 C75 Equity,3/16/2018,,2.23000002,2.03999996,22.079,70.02,70.01
65,A US 08/17/18 C75 Equity,3/19/2018,,2.11999989,1.94000006,22.851,69.42,69.41
66,A US 08/17/18 C75 Equity,3/20/2018,,2.24000001,2.02999997,22.726999999999997,69.89,69.88
67,A US 08/17/18 C75 Equity,3/21/2018,,2.33999991,1.51999998,24.195,69.52,69.51
68,A US 08/17/18 C75 Equity,3/22/2018,,1.57000005,1.35000002,23.205,67.6,67.59
69,A US 08/17/18 C75 Equity,3/23/2018,,1.26999998,1.02999997,23.881,66.1,66.09
70,A US 08/17/18 C75 Equity,3/26/2018,,1.72000003,1.54999995,23.255,68.28,68.27
71,A US 08/17/18 C75 Equity,3/27/2018,,1.54999995,1.33000004,24.538,67.06,67.05
72,A US 08/17/18 C75 Equity,3/28/2018,,1.33000004,1.23000002,24.070999999999998,66.49,66.48
73,A US 08/17/18 C75 Equity,3/29/2018,,1.32000005,1.24000001,23.149,66.99,66.98
74,A US 08/17/18 C75 Equity,3/30/2018,,1.32000005,1.24000001,23.149,66.99,66.98
75,A US 08/17/18 C75 Equity,4/2/2018,,0.94,0.81999999,24.663,64.45,64.44
76,A US 08/17/18 C75 Equity,4/3/2018,,1.12,0.95999998,24.755,65.35,65.34
77,A US 08/17/18 C75 Equity,4/4/2018,,1.03999996,0.94,23.747,65.59,65.58
78,A US 08/17/18 C75 Equity,4/5/2018,,1.03999996,0.91000003,23.611,65.71,65.7
79,A US 08/17/18 C75 Equity,4/6/2018,,0.70999998,0.62,24.175,63.64,63.63
80,A US 08/17/18 C75 Equity,4/9/2018,,0.91000003,0.83999997,23.721999999999998,65.23,65.22
